STR_CONFIG_SETTING_TREE_PLACER_PERFECT                          :完善
STR_PROGSIG_COND_SIGNAL_STATE                                   :信号状态
STR_PROGSIG_COND_SLOT                                           :槽位占用
STR_PROGSIG_COND_SLOT_REMAINING                                 :槽位占用剩余
STR_PROGSIG_COND_COUNTER                                        :计数器值
STR_PROGSIG_CONDVAR_SIGNAL_STATE_SPECIFIED                      :在 {NUM} x {NUM} 的信号是绿灯
STR_PROGSIG_CONDVAR_SIGNAL_STATE_UNSPECIFIED                    :{PUSH_COLOUR}{RED}未特别指定的信号{POP_COLOUR}是绿灯
STR_PROGSIG_CONDVAR_NUM_RED                                     :红灯
STR_PROGSIG_CONDVAR_NUM_GREEN                                   :绿灯

STR_PROGSIG_CONDITION_VALUE_CAPT                                :{WHITE}条件值

STR_ERROR_CAN_T_INSERT_INSTRUCTION                              :{WHITE}不能插入指令
STR_ERROR_CAN_T_MODIFY_INSTRUCTION                              :{WHITE}不能修改指令
STR_ERROR_CAN_T_REMOVE_INSTRUCTION                              :{WHITE}不能移除指令
STR_ERROR_CAN_T_GOTO_UNDEFINED_SIGNAL                           :{WHITE}不能跳转到未定义的信号
STR_ERROR_NOT_AN_EXIT_SIGNAL                                    :{WHITE}不是一个退出信号
STR_ERROR_NOT_AN_PROG_SIGNAL                                    :{WHITE}不是一个可编程入口信号
STR_ERROR_CANNOT_USE_SELF                                       :{WHITE}不能从自己复制程序
STR_ERROR_CAN_T_DEPEND_UPON_BIDIRECTIONAL_SIGNALS               :{WHITE}不能有条件地依赖于双向信号
STR_ERROR_INVALID_SIGNAL                                        :{WHITE}无效信号

STR_ROAD_TOOLBAR_TOOLTIP_CONVERT_ROAD_TO_WAYPOINT               :{BLACK}在道路上建设路点{}按住 Ctrl 键加入路点。按住 Shift 键显示费用
STR_ROAD_TOOLBAR_TOOLTIP_CONVERT_TRAM_TO_WAYPOINT               :{BLACK}在电车道上建设路点{}按住 Ctrl 键加入路点。按住 Shift 键显示费用

STR_WATERWAYS_TOOLBAR_CREATE_RIVER_IN_GAME_TOOLTIP              :{BLACK}放置河流

STR_LANDSCAPING_TOOLTIP_RULER_TOOL                              :{BLACK}使用虚拟直尺来测量距离和高度差

STR_TREES_REMOVE_TREES_BUTTON                                   :{BLACK}移除所有树木
STR_TREES_REMOVE_TREES_TOOLTIP                                  :{BLACK}移除地面上的所有树木

STR_TERRAFORM_PUBLIC_ROADS                                      :{BLACK}建造公共道路
STR_TERRAFORM_PUBLIC_ROADS_TOOLTIP                              :{BLACK}建造位于在地图上的城镇之间的公共道路

STR_INDUSTRY_CARGOES_NOTIFY_SMALLMAP_ALL                        :所有工业

STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_PROGSIGNALS                 :有可编程逻辑信号的铁道轨道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_NOENTRY2SIGNALS             :有禁止通行信号的铁道轨道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_NORMAL_PROGSIGNALS          :有通过信号和可编程逻辑信号的铁道轨道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_NORMAL_NOENTRY2SIGNALS      :有通过信号和禁止进入信号的铁道轨道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_PRE_PROGSIGNALS             :有逻辑信号和可编程逻辑信号的铁道轨道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_PRE_NOENTRY2SIGNALS         :有逻辑信号和禁止进入信号的铁道轨道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_EXIT_PROGSIGNALS            :有出口信号和可编程逻辑信号的铁道轨道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_EXIT_NOENTRY2SIGNALS        :有出口信号和禁止进入信号的铁道轨道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_COMBO_PROGSIGNALS           :有复合信号和可编程逻辑信号的铁道轨道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_COMBO_NOENTRY2SIGNALS       :有复合信号和禁止进入信号的铁道轨道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_PBS_NOENTRY2SIGNALS         :有路径信号和禁止进入信号的铁道轨道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_PBS_PROGSIGNALS             :有路径信号和可编程逻辑信号的铁道轨道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_NOENTRY_PROGSIGNALS         :有单向路径信号和可编程逻辑信号的铁道轨道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_NOENTRY_NOENTRY2SIGNALS     :有单向路径信号和禁止进入信号的铁道轨道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_PROG_NOENTRY2SIGNALS        :有可编程逻辑信号和禁止进入信号的铁道轨道
STR_LAI_RAIL_DESCRIPTION_TRACK_SIGNAL_STYLE                     :{STRING}：（{STRING}）
STR_LAI_RAIL_DESCRIPTION_TRACK_SIGNAL_STYLE2                    :{STRING}：（{STRING} 和 {STRING}）

STR_LAI_RAIL_DESCRIPTION_RESTRICTED_SIGNAL                      :{STRING}（寻路限制）

STR_LAI_TUNNEL_DESCRIPTION_RAILROAD_CHUNNEL                     :水下铁道隧道
STR_LAI_TUNNEL_DESCRIPTION_RAILROAD_SIGNAL                      :带有信号的铁道隧道
STR_LAI_TUNNEL_DESCRIPTION_RAILROAD_SIGNAL_CHUNNEL              :带有信号的水下铁道隧道
STR_LAI_TUNNEL_DESCRIPTION_ROAD_CHUNNEL                         :水下道路隧道
STR_LAI_BRIDGE_DESCRIPTION_RAILROAD_SIGNAL                      :带有信号的铁道桥

STR_SAVELOAD_UNKNOWN_ID                                         :{YELLOW}这个文件可能来自于不同的游戏版本
STR_SAVELOAD_DIFFERENT_ID                                       :{YELLOW}这个文件来自于不同的游戏版本
STR_SAVELOAD_OVERWRITE_TITLE_DIFFERENT_ID                       :{WHITE}重写文件（不同的游戏）
STR_SAVELOAD_OVERWRITE_TITLE_DIFFERENT_VERSION_SUFFIX           :{STRING}（不同版本）
STR_SAVELOAD_OVERWRITE_WARNING_DIFFERENT_ID                     :{YELLOW}你确定覆盖现有存档吗？{}{}这个存档来自于一局不同的游戏
STR_SAVELOAD_OVERWRITE_WARNING_DIFFERENT_VERSION_SUFFIX         :{STRING}{}{}此文件来源于不同的版本{STRING}.{}如果文件被重写则不能被原先的游戏版本读取。
STR_SAVELOAD_OVERWRITE_WARNING_VERSION_NAME                     :（{STRING}）

STR_MAPGEN_SNOW_LINE_HEIGHT                                     :{BLACK}雪线高度：
STR_MAPGEN_SNOW_LINE_UP                                         :{BLACK}提高雪线高度
STR_MAPGEN_SNOW_LINE_DOWN                                       :{BLACK}降低雪线高度
STR_MAPGEN_RAINFOREST_LINE_HEIGHT                               :{BLACK}雨林线高度
STR_MAPGEN_RAINFOREST_LINE_UP                                   :{BLACK}提高雨林线高度
STR_MAPGEN_RAINFOREST_LINE_DOWN                                 :{BLACK}降低雨林线高度
STR_MAPGEN_TOO_MANY_TILES_MESSAGE                               :{YELLOW}地图太大了。最大格数是 {NUM}，你已经选择了 {NUM}
STR_MAPGEN_SNOW_LINE_QUERY_CAPT                                 :{WHITE}改变雪线高度
STR_MAPGEN_RAINFOREST_LINE_QUERY_CAPT                           :{WHITE}改变雨林线高度

STR_GENERATION_PUBLIC_ROADS_GENERATION                          :{BLACK}生成公共道路

STR_NEWGRF_INSPECT_REFRESH                                      :{BLACK}刷新
STR_NEWGRF_INSPECT_REFRESH_TOOLTIP                              :{BLACK}是否每帧刷新所有内容
STR_NEWGRF_INSPECT_LOG_CONSOLE                                  :{BLACK}日志
STR_NEWGRF_INSPECT_LOG_CONSOLE_TOOLTIP                          :{BLACK}将此窗口的日志文本发送到控制台
STR_NEWGRF_INSPECT_DUPLICATE                                    :{BLACK}复制
STR_NEWGRF_INSPECT_DUPLICATE_TOOLTIP                            :{BLACK}复制此窗口
STR_NEWGRF_INSPECT_SPRITE_DUMP                                  :{BLACK}S 链
STR_NEWGRF_INSPECT_SPRITE_DUMP_TOOLTIP                          :{BLACK}显示当前 Sprite 链
STR_NEWGRF_INSPECT_SPRITE_DUMP_UNOPT                            :{BLACK}无优
STR_NEWGRF_INSPECT_SPRITE_DUMP_UNOPT_TOOLTIP                    :{BLACK}在没有应用任何优化的情况下显示 Sprite 组{}{}如果之前没有启用，则需要重新加载 NewGRF (misc_debug 10)
STR_NEWGRF_INSPECT_SPRITE_DUMP_GOTO                             :滚动至 Sprite 序号
STR_NEWGRF_INSPECT_SPRITE_DUMP_CLEAR                            :清除高亮与标记
STR_NEWGRF_INSPECT_SPRITE_DUMP_MORE_DETAILS                     :显示详情
STR_NEWGRF_INSPECT_SPRITE_DUMP_CLICK_TO_HIGHLIGHT               :点击高亮
STR_NEWGRF_INSPECT_SPRITE_DUMP_CLICK_TO_MARK                    :点击标记
STR_NEWGRF_INSPECT_SPRITE_DUMP_OPTIONS                          :{BLACK}额外指令与选项
STR_NEWGRF_INSPECT_SPRITE_DUMP_PANEL_TOOLTIP_HIGHLIGHT          :{BLACK}点击高亮 Sprite 组
STR_NEWGRF_INSPECT_SPRITE_DUMP_PANEL_TOOLTIP_MARK               :{BLACK}点击标记 Sprite 组
STR_NEWGRF_INSPECT_SPRITE_DUMP_PANEL_TOOLTIP_COLLAPSE           :{BLACK}按住 <Shift> 键操作以折叠 Sprite 组
STR_NEWGRF_INSPECT_SPRITE_DUMP_PANEL_TOOLTIP_HIGHLIGHT_TEMP     :{BLACK}按住 <Ctrl> 键操作以高亮临时存储寄存器
STR_NEWGRF_INSPECT_CAPTION_OBJECT_AT_SIGNALS                    :信号
STR_NEWGRF_INSPECT_CAPTION_TRACERESTRICT                        :{HEX}/{HEX} 的寻路限制程序
STR_NEWGRF_ERROR_UNIMPLEMETED_MAPPED_FEATURE_ID                 :未实现且已重映射的特性 ID：名称：{2:STRING}，已映射至：{5:HEX} (Sprite {3:NUM})
STR_NEWGRF_ERROR_UNIMPLEMETED_MAPPED_PROPERTY                   :未实现且已重映射的 Action 0 属性特性：{4:HEX}，名称：{2:STRING}，已映射至：{5:HEX} (Sprite {3:NUM})
STR_NEWGRF_ERROR_UNIMPLEMETED_MAPPED_ACTION5_TYPE               :未实现且已重映射的 Action 5 类型：名称：{2:STRING}，已映射至：{4:HEX} (Sprite {3:NUM})

STR_NEWGRF_TOO_MANY_STRINGS                                     :{WHITE}对于所有的 NewGRF 没有足够的字符串 ID
STR_NEWGRF_TOO_MANY_STRINGS_DETAIL                              :{WHITE}一些名称和文本域可能显示不正常，请尝试使用更少的 NewGRF

STR_TOWN_VIEW_NOISE_IN_TOWN_NO_LIMIT                            :{BLACK}城镇噪音限制：{ORANGE}{COMMA}

STR_TOWN_VIEW_CARGO_LAST_PRODUCTION_INTERVAL_MAX                :{BLACK}上生产周期的{CARGO_LIST}数：{ORANGE}{COMMA}{BLACK}  最大：{ORANGE}{COMMA}

STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_ALLOW_ROADS                :允许建造道路
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_ALLOW_LEVEL_CROSSINGS      :允许建造铁道道口
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_TUNNELS                    :允许建筑隧道
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_MAX_ROAD_SLOPE             :限制建造连续的上下坡道路
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_TOWN_GROWTH                :城镇成长速度
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_BRIDGES                    :允许建造桥梁

STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_DEFAULT                    :默认（{STRING}）
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_STR                        :{STRING}：{PUSH_COLOUR}{YELLOW}{STRING}{POP_COLOUR}
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_TEXT                       :{YELLOW}重载此城镇的以下设置：{}{STRING}{}{STRING}
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_TOOLTIP                    :{BLACK}变更设定并重载

STR_STATION_VIEW_DEPARTURES_BUTTON                              :{BLACK}出发看板
STR_STATION_VIEW_DEPARTURES_TOOLTIP                             :{BLACK}显示出发看板

STR_STATION_VIEW_HISTORY_BUTTON                                 :{BLACK}货物记录
STR_STATION_VIEW_HISTORY_TOOLTIP                                :{BLACK}显示货物等待记录

STR_DEPARTURES_CAPTION                                          :{WHITE}{STRING} - 实时运输信息
STR_DEPARTURES_DEPARTURES                                       :{BLACK}{TINY_FONT}发
STR_DEPARTURES_ARRIVALS                                         :{BLACK}{TINY_FONT}抵
STR_DEPARTURES_VIA_BUTTON                                       :{BLACK}经
STR_DEPARTURES_VIA_TOOLTIP                                      :{BLACK}显示表定通过载具
STR_DEPARTURES_SHOW_TRAINS_TOOLTIP                              :{BLACK}仅显示列车
STR_DEPARTURES_SHOW_ROAD_VEHICLES_TOOLTIP                       :{BLACK}仅显示汽车
STR_DEPARTURES_SHOW_SHIPS_TOOLTIP                               :{BLACK}仅显示船舶
STR_DEPARTURES_SHOW_AIRCRAFT_TOOLTIP                            :{BLACK}仅显示飞机
STR_DEPARTURES_SHOW_TYPE_TOOLTIP_CTRL_SUFFIX                    :{BLACK}{STRING}。按住 <Ctrl> 键点击设置仅显示此类型载具
STR_DEPARTURES_EMPTY                                            :{ORANGE}当前没有载具列入车站时刻表
STR_DEPARTURES_NONE_SELECTED                                    :{ORANGE}没有被请求的时刻表信息
STR_DEPARTURES_TIME                                             :{ORANGE}{STRING}
STR_DEPARTURES_TIME_DEP                                         :{ORANGE}{STRING} {GREEN}{UP_ARROW}
STR_DEPARTURES_TIME_ARR                                         :{ORANGE}{STRING} {RED}{DOWN_ARROW}
STR_DEPARTURES_TIME_BOTH                                        :{ORANGE}{STRING} {RED}{DOWN_ARROW} {ORANGE}{STRING} {GREEN}{UP_ARROW}
STR_DEPARTURES_TERMINUS                                         :{ORANGE}{STATION}{STRING}
STR_DEPARTURES_TERMINUS_VIA_STATION                             :{ORANGE}{STATION}{STRING}经由{STRING}
STR_DEPARTURES_TERMINUS_VIA                                     :{ORANGE}{STATION}{STRING}经由
STR_DEPARTURES_VIA                                              :{ORANGE}经由{STRING}
STR_DEPARTURES_TOC                                              :{ORANGE}{COMPANY}
STR_DEPARTURES_GROUP                                            :{ORANGE}{GROUP}
STR_DEPARTURES_VEH                                              :{ORANGE}{VEHICLE}
STR_DEPARTURES_CALLING_AT                                       :{ORANGE}前往：
STR_DEPARTURES_CALLING_AT_FIRST_STATION                         :{STATION}
STR_DEPARTURES_CALLING_AT_STATION                               :{STRING}、{STATION}
STR_DEPARTURES_CALLING_AT_LAST_STATION                          :{STRING}、{STATION}
STR_DEPARTURES_CALLING_AT_LIST                                  :{ORANGE}{STRING}。
STR_DEPARTURES_CALLING_AT_LIST_SMART_TERMINUS                   :{ORANGE}{STRING}。此服务延续到 {STATION}
STR_DEPARTURES_TINY                                             :{TINY_FONT}{STRING}
STR_DEPARTURES_VIA_DESCRIPTOR                                   :{STRING}{STRING}
STR_DEPARTURES_VIA_AND                                          :{STRING} 与 {STRING}

STR_DEPARTURES_TYPE_TRAIN                                       :{ORANGE}{TRAIN}
STR_DEPARTURES_TYPE_TRAIN_SILVER                                :{SILVER}{TRAIN}
STR_DEPARTURES_TYPE_BUS                                         :{ORANGE}{BUS}
STR_DEPARTURES_TYPE_BUS_SILVER                                  :{SILVER}{BUS}
STR_DEPARTURES_TYPE_LORRY                                       :{ORANGE}{LORRY}
STR_DEPARTURES_TYPE_LORRY_SILVER                                :{SILVER}{LORRY}
STR_DEPARTURES_TYPE_PLANE                                       :{ORANGE}{PLANE}
STR_DEPARTURES_TYPE_PLANE_SILVER                                :{SILVER}{PLANE}
STR_DEPARTURES_TYPE_SHIP                                        :{ORANGE}{SHIP}
STR_DEPARTURES_TYPE_SHIP_SILVER                                 :{SILVER}{SHIP}

STR_DEPARTURES_STATION_NONE                                     :
STR_DEPARTURES_STATION_PORT                                     :{ORANGE} {SHIP}
STR_DEPARTURES_STATION_AIRPORT                                  :{ORANGE} {PLANE}
STR_DEPARTURES_STATION_PORTAIRPORT                              :{ORANGE} {SHIP} {PLANE}

STR_DEPARTURES_ON_TIME                                          :{GREEN}准时
STR_DEPARTURES_ARRIVED                                          :{GREEN}到达
STR_DEPARTURES_DELAYED                                          :{YELLOW}延误
STR_DEPARTURES_EXPECTED                                         :{YELLOW}约 {STRING}
STR_DEPARTURES_CANCELLED                                        :{RED}取消

STR_CONFIG_SETTING_DEPARTUREBOARDS                              :{ORANGE}出发看板
STR_CONFIG_MAX_DEPARTURES                                       :车站看板车次上限：{STRING}
STR_CONFIG_MAX_DEPARTURES_HELPTEXT                              :出发看板显示车次的最大值
STR_CONFIG_MAX_DEPARTURE_TIME                                   :最多提前 {STRING} 天显示车次
STR_CONFIG_MAX_DEPARTURE_TIME_HELPTEXT                          :出发/到达信息最大显示天数
STR_CONFIG_MAX_DEPARTURE_TIME_MINUTES                           :最多提前 {STRING} 分钟显示车次
STR_CONFIG_MAX_DEPARTURE_TIME_MINUTES_HELPTEXT                  :调整显示到达/出发时间的提前分钟数
STR_CONFIG_DEPARTURE_CALC_FREQUENCY                             :每 {STRING} 刻重新计算车次
STR_CONFIG_DEPARTURE_CALC_FREQUENCY_HELPTEXT                    :调整刷新列表的频率
STR_CONFIG_DEPARTURE_VEHICLE_NAME                               :在车次中显示载具名：{STRING}
STR_CONFIG_DEPARTURE_VEHICLE_NAME_HELPTEXT                      :是否在它们的出发看板车次中显示载具名
STR_CONFIG_DEPARTURE_GROUP_NAME                                 :在车次中显示分组名：{STRING}
STR_CONFIG_DEPARTURE_GROUP_NAME_HELPTEXT                        :是否在出发看板车次中显示载具所属的组的组名
STR_CONFIG_DEPARTURE_COMPANY_NAME                               :在车次中显示公司名：{STRING}
STR_CONFIG_DEPARTURE_COMPANY_NAME_HELPTEXT                      :是否在载具出发看板车次中显示其所属公司的名称
STR_CONFIG_DEPARTURE_VEHICLE_TYPE                               :在车次中显示载具图标：{STRING}
STR_CONFIG_DEPARTURE_VEHICLE_TYPE_HELPTEXT                      :是否在出发看板车次中显示载具的类型
STR_CONFIG_DEPARTURE_VEHICLE_COLOR                              :使用银色显示载具图标：{STRING}
STR_CONFIG_DEPARTURE_VEHICLE_COLOR_HELPTEXT                     :是否以银色显示载具类型标志
STR_CONFIG_DEPARTURE_LARGER_FONT                                :适用较大的字体指示自出发车次面板中的即将到达的车站：{STRING}
STR_CONFIG_DEPARTURE_LARGER_FONT_HELPTEXT                       :是否使用较大的字体来显示在车站列表中的即将到达的车站
STR_CONFIG_DEPARTURE_DESTINATION_TYPE                           :添加标志以区分码头与机场：{STRING}
STR_CONFIG_DEPARTURE_DESTINATION_TYPE_HELPTEXT                  :在目的地是码头或机场时，添加一个标志加以区分
STR_CONFIG_DEPARTURE_SMART_TERMINUS                             :不显示不久后能被另一趟载具到达的目的地：{STRING}
STR_CONFIG_DEPARTURE_SMART_TERMINUS_HELPTEXT                    :使否显示不久后会有另一辆载具到达的目的地
STR_CONFIG_DEPARTURE_CONDITIONALS                               :条件性调度计划处理方式：{STRING}
STR_CONFIG_DEPARTURE_CONDITIONALS_HELPTEXT                      :当计算出发看板车次时，条件性调度计划应被如何处理
STR_CONFIG_DEPARTURE_CONDITIONALS_1                             :放弃处理
STR_CONFIG_DEPARTURE_CONDITIONALS_2                             :假定载具经过车站
STR_CONFIG_DEPARTURE_CONDITIONALS_3                             :假定载具不经过车站
STR_CONFIG_DEPARTURE_SHOW_ALL_STOPS                             :在装载/卸载过程中显示所有的车站：{STRING}
STR_CONFIG_DEPARTURE_SHOW_ALL_STOPS_HELPTEXT                    :当正在装卸作业时车站是否会被显示在呼叫列表上
STR_CONFIG_DEPARTURE_MERGE_IDENTICAL                            :合并相同的车次：{STRING}
STR_CONFIG_DEPARTURE_MERGE_IDENTICAL_HELPTEXT                   :相同的出发看板车次是否会被合并到一个车次上

STR_WAYPOINT_VIEW_HIDE_VIEWPORT_LABEL                           :{BLACK}对此路点隐藏名称标签

STR_FINANCES_BORROW_TOOLTIP_EXTRA                               :{BLACK}{STRING}{}按住 <Shift> 键操作以输入贷款总额
STR_FINANCES_REPAY_TOOLTIP_EXTRA                                :{BLACK}{STRING}{}按住 <Shift> 键操作以输入还款总额
STR_FINANCES_BORROW_QUERY_CAPT                                  :{WHITE}输入贷款总额
STR_FINANCES_REPAY_QUERY_CAPT                                   :{WHITE}输入还款总额

# Town tooltip
STR_TOWN_NAME_TOOLTIP                                           :{BLACK}{TOWN}
STR_TOWN_NAME_POP_TOOLTIP                                       :{BLACK}{TOWN}：{COMMA}
STR_TOWN_NAME_RATING_TOOLTIP                                    :{STRING}{}你的评分为 {STRING}

STR_INDUSTRY_VIEW_NAME_TOOLTIP                                  :{STRING}
STR_INDUSTRY_VIEW_REQUIRED_TOOLTIP_FIRST                        :{STRING}{STRING}
STR_INDUSTRY_VIEW_REQUIRED_TOOLTIP_NEXT                         :，{STRING}{STRING}
STR_INDUSTRY_VIEW_STOCKPILED_TOOLTIP                            :库存：{CARGO_LONG}{STRING}
STR_INDUSTRY_VIEW_TRANSPORTED_TOOLTIP_EXTENSION                 :{CARGO_LONG}{STRING}({COMMA}%)

STR_INDUSTRY_VIEW_PRODUCTION_LAST_PRODUCTION_INTERVAL_TITLE     :{BLACK}上个生产周期产量：

STR_DEPOT_VIEW_COUNT_TOOLTIP                                    :{BLACK}载具数：{COMMA}
STR_DEPOT_VIEW_COUNT_STOPPED_TOOLTIP                            :{BLACK}停运载具数：{COMMA}
STR_DEPOT_VIEW_COUNT_WAITING_TOOLTIP                            :{BLACK}等待载具数：{COMMA}
STR_DEPOT_VIEW_TOTAL_TOOLTIP                                    :{BLACK}车库载具数：{COMMA}
STR_DEPOT_VIEW_STOPPED_TOOLTIP                                  :{}停运载具数：{COMMA}
STR_DEPOT_VIEW_WAITING_TOOLTIP                                  :{}等待载具数：{COMMA}
STR_DEPOT_VIEW_FREE_WAGONS_TOOLTIP                              :{BLACK}车库车厢数：{COMMA}
STR_DEPOT_VIEW_MIXED_CONTENTS_TOOLTIP                           :{BLACK}{STRING}{}{STRING}

STR_STATION_VIEW_NAME_TOOLTIP                                   :{STATION}{NBSP}{STATION_FEATURES}
STR_STATION_VIEW_CARGO_LINE_TOOLTIP                             :{STRING}（{COMMA}%）：{CARGO_SHORT}

STR_STATION_VIEW_SUPPLY_RATINGS_TITLE_PRODUCTION_INTERVAL       :{BLACK}每生产周期的供应数量与本地评价：

STR_VEHICLE_LIST_AGE                                            :{STRING}，年限：{COMMA} 年（{COMMA}）
STR_VEHICLE_LIST_AGE_RED                                        :{STRING}，年限：{RED}{COMMA} {BLACK}年（{COMMA}）
STR_VEHICLE_LIST_CARGO_LIST                                     :{STRING}，货物：{CARGO_LIST}
STR_VEHICLE_LIST_RELIABILITY                                    :{STRING}，可靠度：{COMMA}%
STR_VEHICLE_LIST_RELIABILITY_RED                                :{STRING}，可靠度：{RED}{COMMA}%
STR_VEHICLE_LIST_MAX_SPEED                                      :{STRING}，最高速度：{VELOCITY}
STR_VEHICLE_LIST_ENGINE_BUILT                                   :{STRING}，型号：{ENGINE}，建造于：{NUM}
STR_VEHICLE_LIST_VALUE                                          :{STRING}，价格：{CURRENCY_LONG}
STR_VEHICLE_LIST_LENGTH                                         :{STRING}，长度：{DECIMAL} 格
STR_VEHICLE_LIST_TIME_TO_LIVE                                   :{STRING}，寿命：剩余 {COMMA} 年
STR_VEHICLE_LIST_TIME_TO_LIVE_RED                               :{STRING}，寿命：剩余 {RED}{COMMA} {BLACK}年
STR_VEHICLE_LIST_TIME_TO_LIVE_OVERDUE                           :{STRING}，寿命：超出 {RED}{COMMA} {BLACK}年
STR_VEHICLE_LIST_TIMETABLE_DELAY_LATE                           :{STRING}，时刻表状态：晚点 {RED}{STRING}
STR_VEHICLE_LIST_TIMETABLE_DELAY_EARLY                          :{STRING}，时刻表状态：早点 {STRING}
STR_VEHICLE_LIST_TIMETABLE_DELAY_ON_TIME                        :{STRING}，时刻表状态：准时
STR_VEHICLE_LIST_ORDER_OCCUPANCY_AVERAGE                        :{STRING}，平均负载率：{COMMA}%

STR_VEHICLE_LIST_PROFIT_THIS_YEAR_LAST_YEAR_LIFETIME            :{STRING}（寿命：{CURRENCY_LONG}）
STR_VEHICLE_LIST_CANCEL_DEPOT_SERVICE                           :取消维修/送往
STR_VEHICLE_LIST_SEND_TRAIN_TO_DEPOT_SELL                       :回库并卖出
STR_VEHICLE_LIST_SEND_ROAD_VEHICLE_TO_DEPOT_SELL                :回库并卖出
STR_VEHICLE_LIST_SEND_SHIP_TO_DEPOT_SELL                        :回坞并卖出
STR_VEHICLE_LIST_SEND_AIRCRAFT_TO_HANGAR_SELL                   :回库并卖出

STR_VEHICLE_LIST_CHANGE_ORDER_STATION                           :转移调度至其他车站
STR_VEHICLE_LIST_CHANGE_ORDER_WAYPOINT                          :转移调度至其他路点
STR_VEHICLE_LIST_CHANGE_ORDER_TRAIN_DEPOT                       :转移调度至其他车库
STR_VEHICLE_LIST_CHANGE_ORDER_ROAD_VEHICLE_DEPOT                :转移调度至其他车库
STR_VEHICLE_LIST_CHANGE_ORDER_SHIP_DEPOT                        :转移调度至其他船坞
STR_VEHICLE_LIST_CHANGE_ORDER_AIRCRAFT_HANGAR                   :转移调度至其他机库

STR_GROUP_EXPAND_ALL                                            :{BLACK}展开全部
STR_GROUP_COLLAPSE_ALL                                          :{BLACK}折叠全部

STR_BUY_VEHICLE_TRAIN_LOCOMOTIVES                               :机车与动车
STR_BUY_VEHICLE_TRAIN_WAGONS                                    :车厢

STR_PURCHASE_INFO_DESIGNED                                      :{BLACK}设计日期：{GOLD}{NUM}
STR_PURCHASE_INFO_RUNNINGCOST_ORIG_YEAR                         :{BLACK}运行费用：{GOLD}{CURRENCY_LONG}/原始年

STR_BUY_REFIT_VEHICLE_BUY_VEHICLE_BUTTON                        :购买后改装
STR_BUY_REFIT_VEHICLE_BUY_VEHICLE_TOOLTIP                       :在购买之后自动将选中的载具改装为所选的货物类型

STR_BUY_VEHICLE_TRAIN_BUY_LOCOMOTIVE_BUTTON                     :{BLACK}购买机车
STR_BUY_VEHICLE_TRAIN_BUY_WAGON_BUTTON                          :{BLACK}购买车厢
STR_BUY_VEHICLE_TRAIN_BUY_REFIT_LOCOMOTIVE_BUTTON               :{BLACK}购买并改装机车
STR_BUY_VEHICLE_TRAIN_BUY_REFIT_WAGON_BUTTON                    :{BLACK}购买并改装车厢
STR_BUY_VEHICLE_TRAIN_BUY_LOCOMOTIVE_TOOLTIP                    :{BLACK}购买选定的机车或动车，按住 <Shift> 键单击以显示所需资金
STR_BUY_VEHICLE_TRAIN_BUY_WAGON_TOOLTIP                         :{BLACK}购买选定的车厢，按住 <Shift> 键单击以显示所需资金
STR_BUY_VEHICLE_TRAIN_BUY_REFIT_LOCOMOTIVE_TOOLTIP              :{BLACK}购买并改装选定的机车或动车，按住 <Shift> 键单击以显示所需资金
STR_BUY_VEHICLE_TRAIN_BUY_REFIT_WAGON_TOOLTIP                   :{BLACK}购买并改装选定的车厢，按住 <Shift> 键单击以显示所需资金
STR_BUY_VEHICLE_TRAIN_RENAME_LOCOMOTIVE_BUTTON                  :{BLACK}重命名机车
STR_BUY_VEHICLE_TRAIN_RENAME_WAGON_BUTTON                       :{BLACK}重命名车厢
STR_BUY_VEHICLE_TRAIN_RENAME_LOCOMOTIVE_TOOLTIP                 :{BLACK}重命名机车或动车
STR_BUY_VEHICLE_TRAIN_RENAME_WAGON_TOOLTIP                      :{BLACK}重命名车厢
