STR_CONFIG_SETTING_TREE_PLACER_PERFECT                          :完善
STR_ERR_PROGSIG_INVALID_OPCODE                                  :{WHITE}無法插入此指令碼指令
STR_ERR_PROGSIG_NOT_THERE                                       :{WHITE}這裡沒有可編程邏輯號誌
STR_ERR_PROGSIG_INVALID_SIGNAL_STATE                            :{WHITE}此號誌狀態無效
STR_ERR_PROGSIG_INVALID_CONDITION                               :{WHITE}此條件無效
STR_ERR_PROGSIG_INVALID_CONDITION_FIELD                         :{WHITE}此條件的域無效
STR_ERR_PROGSIG_INVALID_COMPARATOR                              :{WHITE}此比較器無效
STR_ERR_PROGSIG_INVALID_SIGNAL                                  :{WHITE}選擇了無效號誌

STR_PROGSIG_CAPTION                                             :{WHITE}可編程入口號誌邏輯
STR_PROGSIG_COND_VARIABLE_TOOLTIP                               :{BLACK}比較上述條件
STR_PROGSIG_COND_COMPARATOR_TOOLTIP                             :{BLACK}用來比較變量的操作符
STR_PROGSIG_COND_VALUE_TOOLTIP                                  :{BLACK}比較變量相反的值
STR_PROGSIG_SIGNAL_STATE_TOOLTIP                                :{BLACK}設定號誌到狀態
STR_PROGSIG_COND_SET_SIGNAL                                     :{BLACK}設定號誌
STR_PROGSIG_COND_SET_SIGNAL_TOOLTIP                             :{BLACK}設定號誌參照
STR_PROGSIG_GOTO_SIGNAL                                         :{BLACK}到號誌
STR_PROGSIG_GOTO_SIGNAL_TOOLTIP                                 :{BLACK}到此號誌
STR_PROGSIG_INSERT_TOOLTIP                                      :{BLACK}插入指令
STR_PROGSIG_REMOVE_TOOLTIP                                      :{BLACK}移除所選的指令
STR_PROGSIG_REMOVE_PROGRAM_TOOLTIP                              :{BLACK}移除整個邏輯
STR_PROGSIG_COPY_PROGRAM_TOOLTIP                                :{BLACK}從已存在的號誌處複製邏輯
STR_PROGSIG_COND_SLOT_TOOLTIP                                   :{BLACK}比較停泊位置使用
STR_PROGSIG_COND_COUNTER_TOOLTIP                                :{BLACK}比較使用值

STR_PROGSIG_REMOVE_PROGRAM                                      :{BLACK}移除邏輯
STR_PROGSIG_COPY_PROGRAM                                        :{BLACK}複製邏輯
STR_PROGSIG_REMOVE                                              :{BLACK}移除
STR_PROGSIG_INSERT                                              :插入
STR_PROGSIG_INSERT_IF                                           :條件
STR_PROGSIG_INSERT_SET_SIGNAL                                   :設定號誌狀態

STR_PROGSIG_FIRST                                               :開始
STR_PROGSIG_LAST                                                :結束

STR_PROGSIG_IF                                                  :若{STRING}則
STR_PROGSIG_ELSE                                                :否則
STR_PROGSIG_ENDIF                                               :結束判斷

STR_PROGSIG_SET_SIGNAL                                          :使號誌{STRING}

STR_PROGSIG_COND_ALWAYS                                         :總是
STR_PROGSIG_COND_NEVER                                          :從不
STR_PROGSIG_COND_COMPARE                                        :{STRING} {STRING} {NUM}
STR_PROGSIG_COND_SLOT_COMPARE                                   :{TRSLOT} {STRING} {NUM} 的使用率
STR_PROGSIG_COND_SLOT_COMPARE_INVALID                           :{PUSH_COLOUR}{RED}{STRING}{POP_COLOUR} {STRING} {NUM} 的剩餘使用率
STR_PROGSIG_COND_SLOT_REMAINING_COMPARE                         :{TRSLOT} {STRING} {NUM} 的剩餘使用率
STR_PROGSIG_COND_SLOT_REMAINING_COMPARE_INVALID                 :{PUSH_COLOUR}{RED}{STRING}{POP_COLOUR} {STRING} {NUM} 的剩餘使用率
STR_PROGSIG_COND_COUNTER_COMPARE                                :{TRCOUNTER} {STRING} {NUM} 的值
STR_PROGSIG_COND_COUNTER_COMPARE_INVALID                        :{PUSH_COLOUR}{RED}{STRING}{POP_COLOUR} {STRING} {NUM} 的值
STR_PROGSIG_COND_SIGNAL_STATE                                   :號誌狀態
STR_PROGSIG_COND_SLOT                                           :停泊位置使用
STR_PROGSIG_COND_SLOT_REMAINING                                 :停泊位置使用剩餘
STR_PROGSIG_COND_COUNTER                                        :計數器值
STR_PROGSIG_CONDVAR_SIGNAL_STATE_SPECIFIED                      :在 {NUM} x {NUM} 的號誌是綠燈
STR_PROGSIG_CONDVAR_SIGNAL_STATE_UNSPECIFIED                    :{PUSH_COLOUR}{RED}未特別指定的號誌{POP_COLOUR}是綠燈
STR_PROGSIG_CONDVAR_NUM_RED                                     :紅燈
STR_PROGSIG_CONDVAR_NUM_GREEN                                   :綠燈

STR_PROGSIG_CONDITION_VALUE_CAPT                                :{WHITE}條件值

STR_ERROR_CAN_T_INSERT_INSTRUCTION                              :{WHITE}不能插入指令
STR_ERROR_CAN_T_MODIFY_INSTRUCTION                              :{WHITE}不能修改指令
STR_ERROR_CAN_T_REMOVE_INSTRUCTION                              :{WHITE}不能移除指令
STR_ERROR_CAN_T_GOTO_UNDEFINED_SIGNAL                           :{WHITE}不能跳轉到未命名的號誌
STR_ERROR_NOT_AN_EXIT_SIGNAL                                    :{WHITE}不是一個離開號誌
STR_ERROR_NOT_AN_PROG_SIGNAL                                    :{WHITE}不是一個可編程入口號誌
STR_ERROR_CANNOT_USE_SELF                                       :{WHITE}不能從自己複製邏輯
STR_ERROR_CAN_T_DEPEND_UPON_BIDIRECTIONAL_SIGNALS               :{WHITE}不能有條件地依賴於雙向號誌
STR_ERROR_INVALID_SIGNAL                                        :{WHITE}無效號誌

STR_WATERWAYS_TOOLBAR_CREATE_RIVER_IN_GAME_TOOLTIP              :{BLACK}放置河流

STR_LANDSCAPING_TOOLTIP_RULER_TOOL                              :{BLACK}使用虛擬直尺來測量距離和高度差

#Town select window (for SE only)
STR_SELECT_TOWN_CAPTION                                         :{WHITE}選擇市鎮
STR_SELECT_TOWN_LIST_ITEM                                       :{BLACK}{TOWN}

STR_TREES_REMOVE_TREES_BUTTON                                   :{BLACK}移除所有樹木
STR_TREES_REMOVE_TREES_TOOLTIP                                  :{BLACK}移除地面上的所有樹木

STR_TERRAFORM_PUBLIC_ROADS_GENERATION_CAPTION                   :{WHITE}公共道路
STR_TERRAFORM_PUBLIC_ROADS                                      :{BLACK}建設公共道路
STR_TERRAFORM_PUBLIC_ROADS_TOOLTIP                              :{BLACK}建設位於在地圖上的市鎮之間的公共道路
STR_TERRAFORM_PUBLIC_ROADS_TYPE                                 :{BLACK}公共道路類型

STR_SCENEDIT_LANDSCAPE_MENU_LAND_GENERATION                     :地形產生
STR_SCENEDIT_LANDSCAPE_MENU_PUBLIC_ROADS                        :公共道路

STR_INDUSTRY_CARGOES_NOTIFY_SMALLMAP_ALL                        :所有工業

STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_PROGSIGNALS                 :有可編程邏輯號誌的鐵道軌道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_NOENTRY2SIGNALS             :有禁止通行號誌的鐵道軌道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_NORMAL_PROGSIGNALS          :有通過號誌和可編程邏輯號誌的鐵道軌道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_NORMAL_NOENTRY2SIGNALS      :有通過號誌和禁止進入號誌的鐵道軌道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_PRE_PROGSIGNALS             :有邏輯號誌和可編程邏輯號誌的鐵道軌道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_PRE_NOENTRY2SIGNALS         :有邏輯號誌和禁止進入號誌的鐵道軌道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_EXIT_PROGSIGNALS            :有出口號誌和可編程邏輯號誌的鐵道軌道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_EXIT_NOENTRY2SIGNALS        :有出口號誌和禁止進入號誌的鐵道軌道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_COMBO_PROGSIGNALS           :有綜合號誌和可編程邏輯號誌的鐵道軌道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_COMBO_NOENTRY2SIGNALS       :有綜合號誌和禁止進入號誌的鐵道軌道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_PBS_NOENTRY2SIGNALS         :有路徑號誌和禁止進入號誌的鐵道軌道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_PBS_PROGSIGNALS             :有路徑號誌和可編程邏輯號誌的鐵道軌道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_NOENTRY_PROGSIGNALS         :有單向路徑號誌和可編程邏輯號誌的鐵道軌道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_NOENTRY_NOENTRY2SIGNALS     :有單向路徑號誌和禁止進入號誌的鐵道軌道
STR_LAI_RAIL_DESCRIPTION_TRACK_WITH_PROG_NOENTRY2SIGNALS        :有可編程邏輯號誌和禁止進入號誌的鐵道軌道
STR_LAI_RAIL_DESCRIPTION_TRACK_SIGNAL_STYLE                     :{STRING}：（{STRING}）
STR_LAI_RAIL_DESCRIPTION_TRACK_SIGNAL_STYLE2                    :{STRING}：（{STRING} 和 {STRING}）

STR_LAI_RAIL_DESCRIPTION_RESTRICTED_SIGNAL                      :{STRING}（尋路限制）

STR_LAI_TUNNEL_DESCRIPTION_RAILROAD_CHUNNEL                     :水下鐵道隧道
STR_LAI_TUNNEL_DESCRIPTION_RAILROAD_SIGNAL                      :包含號誌的鐵道隧道
STR_LAI_TUNNEL_DESCRIPTION_RAILROAD_SIGNAL_CHUNNEL              :包含號誌的水下鐵道隧道
STR_LAI_TUNNEL_DESCRIPTION_ROAD_CHUNNEL                         :水下道路隧道
STR_LAI_BRIDGE_DESCRIPTION_RAILROAD_SIGNAL                      :包含號誌的鐵道大橋

STR_SAVELOAD_UNKNOWN_ID                                         :{YELLOW}這個檔案可能來自於不同的遊戲版本
STR_SAVELOAD_DIFFERENT_ID                                       :{YELLOW}這個檔案來自於不同的遊戲版本
STR_SAVELOAD_OVERWRITE_TITLE_DIFFERENT_ID                       :{WHITE}覆蓋檔案（不同的遊戲）
STR_SAVELOAD_OVERWRITE_TITLE_DIFFERENT_VERSION_SUFFIX           :{STRING}（不同版本）
STR_SAVELOAD_OVERWRITE_WARNING_DIFFERENT_ID                     :{YELLOW}你確定覆蓋現有存檔嗎？{}{}這個存檔來自於一局不同的遊戲
STR_SAVELOAD_OVERWRITE_WARNING_DIFFERENT_VERSION_SUFFIX         :{STRING}{}{}此檔案來源於不同的版本{STRING}.{}如果檔案被覆蓋則不能被原先的遊戲版本讀取。
STR_SAVELOAD_OVERWRITE_WARNING_VERSION_NAME                     :（{STRING}）

STR_MAPGEN_SNOW_LINE_HEIGHT                                     :{BLACK}雪線高度：
STR_MAPGEN_SNOW_LINE_UP                                         :{BLACK}提高雪線高度
STR_MAPGEN_SNOW_LINE_DOWN                                       :{BLACK}降低雪線高度
STR_MAPGEN_RAINFOREST_LINE_HEIGHT                               :{BLACK}雨林線高度
STR_MAPGEN_RAINFOREST_LINE_UP                                   :{BLACK}提高雨林線高度
STR_MAPGEN_RAINFOREST_LINE_DOWN                                 :{BLACK}降低雨林線高度
STR_MAPGEN_TOO_MANY_TILES_MESSAGE                               :{YELLOW}地圖太大了。最大格數是 {NUM}，你已經選擇了 {NUM}
STR_MAPGEN_SNOW_LINE_QUERY_CAPT                                 :{WHITE}修改雪線高度
STR_MAPGEN_RAINFOREST_LINE_QUERY_CAPT                           :{WHITE}修改雨林線高度

STR_GENERATION_PUBLIC_ROADS_GENERATION                          :{BLACK}產生公共道路

STR_NEWGRF_INSPECT_REFRESH                                      :{BLACK}更新
STR_NEWGRF_INSPECT_REFRESH_TOOLTIP                              :{BLACK}是否每幀更新所有內容
STR_NEWGRF_INSPECT_LOG_CONSOLE                                  :{BLACK}記錄
STR_NEWGRF_INSPECT_LOG_CONSOLE_TOOLTIP                          :{BLACK}將此視窗的記錄明細傳送到控制台
STR_NEWGRF_INSPECT_DUPLICATE                                    :{BLACK}複製
STR_NEWGRF_INSPECT_DUPLICATE_TOOLTIP                            :{BLACK}複製此視窗
STR_NEWGRF_INSPECT_SPRITE_DUMP                                  :{BLACK}S 鏈(拼合圖鏈)
STR_NEWGRF_INSPECT_SPRITE_DUMP_TOOLTIP                          :{BLACK}顯示目前 Sprite(拼合圖) 鏈
STR_NEWGRF_INSPECT_SPRITE_DUMP_UNOPT                            :{BLACK}U 無最佳
STR_NEWGRF_INSPECT_SPRITE_DUMP_UNOPT_TOOLTIP                    :{BLACK}在沒有應用任何最佳化的情況下顯示 Sprite(拼合圖) 組{}{}如果之前沒有啟用，則需要重新載入 NewGRF (misc_debug 10)
STR_NEWGRF_INSPECT_SPRITE_DUMP_GOTO                             :移動至 Sprite(拼合圖) 編號
STR_NEWGRF_INSPECT_SPRITE_DUMP_CLEAR                            :清除亮點與標註
STR_NEWGRF_INSPECT_SPRITE_DUMP_MORE_DETAILS                     :顯示詳細資訊
STR_NEWGRF_INSPECT_SPRITE_DUMP_CLICK_TO_HIGHLIGHT               :點擊亮點
STR_NEWGRF_INSPECT_SPRITE_DUMP_CLICK_TO_MARK                    :點擊標註
STR_NEWGRF_INSPECT_SPRITE_DUMP_OPTIONS                          :{BLACK}額外指令與選項
STR_NEWGRF_INSPECT_SPRITE_DUMP_PANEL_TOOLTIP_HIGHLIGHT          :{BLACK}點擊亮點 Sprite(拼合圖) 組
STR_NEWGRF_INSPECT_SPRITE_DUMP_PANEL_TOOLTIP_MARK               :{BLACK}點擊標註 Sprite(拼合圖) 組
STR_NEWGRF_INSPECT_SPRITE_DUMP_PANEL_TOOLTIP_COLLAPSE           :{BLACK}按住 <Shift> 鍵操作以摺疊 Sprite(拼合圖) 組
STR_NEWGRF_INSPECT_SPRITE_DUMP_PANEL_TOOLTIP_HIGHLIGHT_TEMP     :{BLACK}按住 <Ctrl> 鍵操作以亮點臨時存儲寄存器
STR_NEWGRF_INSPECT_CAPTION_OBJECT_AT_SIGNALS                    :號誌
STR_NEWGRF_INSPECT_CAPTION_TRACERESTRICT                        :{HEX}/{HEX} 的尋路限制邏輯
STR_NEWGRF_ERROR_UNIMPLEMETED_MAPPED_FEATURE_ID                 :未呈現且已重新映射的特徵 ID：名稱：{2:STRING}，已映射至：{5:HEX} (Sprite {3:NUM})
STR_NEWGRF_ERROR_UNIMPLEMETED_MAPPED_PROPERTY                   :未呈現且已重新映射的 Action 0 屬性特徵：{4:HEX}，名稱：{2:STRING}，已映射至：{5:HEX} (Sprite {3:NUM})
STR_NEWGRF_ERROR_UNIMPLEMETED_MAPPED_ACTION5_TYPE               :未呈現且已重新映射的 Action 5 類型：名稱：{2:STRING}，已映射至：{4:HEX} (Sprite {3:NUM})

STR_NEWGRF_TOO_MANY_STRINGS                                     :{WHITE}對於所有的 NewGRF 沒有足夠的字符串 ID
STR_NEWGRF_TOO_MANY_STRINGS_DETAIL                              :{WHITE}一些名稱和文本域可能顯示不正常，請嘗試使用更少的 NewGRF

STR_TOWN_VIEW_NOISE_IN_TOWN_NO_LIMIT                            :{BLACK}市鎮噪音限制：{ORANGE}{COMMA}

STR_TOWN_VIEW_CARGO_LAST_PRODUCTION_INTERVAL_MAX                :{BLACK}上個生產週期的{CARGO_LIST}數量：{ORANGE}{COMMA}{BLACK}  最大：{ORANGE}{COMMA}

STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_ALLOW_ROADS                :允許建設道路
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_ALLOW_LEVEL_CROSSINGS      :允許建設鐵道平交道
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_TUNNELS                    :允許建設隧道
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_MAX_ROAD_SLOPE             :限制建設連續的上下坡道路
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_TOWN_GROWTH                :市鎮成長速度
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_BRIDGES                    :允許建設大橋

STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_DEFAULT                    :預設（{STRING}）
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_STR                        :{STRING}：{PUSH_COLOUR}{YELLOW}{STRING}{POP_COLOUR}
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_TEXT                       :{YELLOW}重載此市鎮的以下設定：{}{STRING}{}{STRING}
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_TOOLTIP                    :{BLACK}變更設定並重載

STR_STATION_VIEW_DEPARTURES_BUTTON                              :{BLACK}班次顯示板
STR_STATION_VIEW_DEPARTURES_TOOLTIP                             :{BLACK}顯示班次顯示板

STR_STATION_VIEW_HISTORY_BUTTON                                 :{BLACK}貨物記錄
STR_STATION_VIEW_HISTORY_TOOLTIP                                :{BLACK}顯示貨物等待記錄

STR_DEPARTURES_CAPTION                                          :{WHITE}{STRING} - 實時運輸資訊
STR_DEPARTURES_CARGO_MODE_TOOLTIP                               :{BLACK}設定車輛到達與出發顯示貨物類型過濾規則
STR_DEPARTURES_DEPARTURES                                       :出發
STR_DEPARTURES_ARRIVALS                                         :到達
STR_DEPARTURES_BOTH_COMBINED                                    :組合
STR_DEPARTURES_BOTH_SEPARATE                                    :分離
STR_DEPARTURES_DEPARTURE_MODE_TOOLTIP                           :{BLACK}控制車輛到達與出發顯示
STR_DEPARTURES_TIMES_BUTTON                                     :{BLACK}時間
STR_DEPARTURES_TIMES_TOOLTIP                                    :{BLACK}顯示到達車輛任務時間
STR_DEPARTURES_EMPTY_BUTTON                                     :{BLACK}空轉
STR_DEPARTURES_EMPTY_TOOLTIP                                    :{BLACK}包括出發、到達時間與非營業車站，即車輛經過或停留但不裝載客貨的車站。
STR_DEPARTURES_VIA_BUTTON                                       :{BLACK}經
STR_DEPARTURES_VIA_TOOLTIP                                      :{BLACK}顯示表定通過車輛
STR_DEPARTURES_SHOW_TRAINS_TOOLTIP                              :{BLACK}僅顯示列車
STR_DEPARTURES_SHOW_ROAD_VEHICLES_TOOLTIP                       :{BLACK}僅顯示汽車
STR_DEPARTURES_SHOW_SHIPS_TOOLTIP                               :{BLACK}僅顯示船舶
STR_DEPARTURES_SHOW_AIRCRAFT_TOOLTIP                            :{BLACK}僅顯示飛機
STR_DEPARTURES_SHOW_TYPE_TOOLTIP_CTRL_SUFFIX                    :{BLACK}{STRING}。按住 <Ctrl> 鍵點擊設定僅顯示此類型車輛
STR_DEPARTURES_EMPTY                                            :{ORANGE}當前沒有車輛列入車站時刻表
STR_DEPARTURES_NONE_SELECTED                                    :{ORANGE}沒有被要求的時刻表資訊
STR_DEPARTURES_TIME                                             :{COLOUR}{STRING}
STR_DEPARTURES_TIME_DEP                                         :{COLOUR}{STRING} {GREEN}{UP_ARROW}
STR_DEPARTURES_TIME_ARR                                         :{COLOUR}{STRING} {RED}{DOWN_ARROW}
STR_DEPARTURES_TIME_BOTH                                        :{COLOUR}{STRING} {RED}{DOWN_ARROW} {COLOUR}{STRING} {GREEN}{UP_ARROW}
STR_DEPARTURES_TERMINUS                                         :{ORANGE}{STRING}{STRING}
STR_DEPARTURES_TERMINUS_VIA_STATION                             :{ORANGE}{STRING}{STRING}經由{STRING}
STR_DEPARTURES_TERMINUS_VIA                                     :{ORANGE}{STRING}{STRING}經由
STR_DEPARTURES_VIA                                              :{ORANGE}經由{STRING}
STR_DEPARTURES_TOC                                              :{ORANGE}{COMPANY}
STR_DEPARTURES_GROUP                                            :{ORANGE}{GROUP}
STR_DEPARTURES_VEH                                              :{ORANGE}{VEHICLE}
STR_DEPARTURES_CALLING_AT                                       :{ORANGE}前往：
STR_DEPARTURES_CALLING_AT_STATION                               :{STRING}、{STRING}
STR_DEPARTURES_CALLING_AT_LAST_STATION                          :{STRING}、{STRING}
STR_DEPARTURES_CALLING_AT_LIST                                  :{ORANGE}{STRING}。
STR_DEPARTURES_CALLING_AT_LIST_SMART_TERMINUS                   :{ORANGE}{STRING}。此服務延續到 {STRING}
STR_DEPARTURES_CALLING_AT_STATION_WITH_TIME                     :{STRING}（{TT_TIME_ABS}）
STR_DEPARTURES_TINY                                             :{TINY_FONT}{STRING}
STR_DEPARTURES_VIA_DESCRIPTOR                                   :{STRING}{STRING}
STR_DEPARTURES_VIA_AND                                          :{STRING} 與 {STRING}
STR_DEPARTURES_SOURCE_MODE_TOOLTIP                              :{BLACK}選擇顯示實時到發順序或 24 小時到發順序（即讀取在調度任務中設定的時刻表）
STR_DEPARTURES_SOURCE_MODE_LIVE                                 :實時
STR_DEPARTURES_SOURCE_MODE_SCHEDULE_24_HOUR                     :24 小時

STR_DEPARTURES_TYPE_TRAIN                                       :{ORANGE}{TRAIN}
STR_DEPARTURES_TYPE_TRAIN_SILVER                                :{SILVER}{TRAIN}
STR_DEPARTURES_TYPE_BUS                                         :{ORANGE}{BUS}
STR_DEPARTURES_TYPE_BUS_SILVER                                  :{SILVER}{BUS}
STR_DEPARTURES_TYPE_LORRY                                       :{ORANGE}{LORRY}
STR_DEPARTURES_TYPE_LORRY_SILVER                                :{SILVER}{LORRY}
STR_DEPARTURES_TYPE_PLANE                                       :{ORANGE}{PLANE}
STR_DEPARTURES_TYPE_PLANE_SILVER                                :{SILVER}{PLANE}
STR_DEPARTURES_TYPE_SHIP                                        :{ORANGE}{SHIP}
STR_DEPARTURES_TYPE_SHIP_SILVER                                 :{SILVER}{SHIP}

STR_DEPARTURES_STATION_NONE                                     :
STR_DEPARTURES_STATION_PORT                                     :{ORANGE} {SHIP}
STR_DEPARTURES_STATION_AIRPORT                                  :{ORANGE} {PLANE}
STR_DEPARTURES_STATION_PORTAIRPORT                              :{ORANGE} {SHIP} {PLANE}

STR_DEPARTURES_ON_TIME                                          :{GREEN}準時
STR_DEPARTURES_ARRIVED                                          :{GREEN}到達
STR_DEPARTURES_DELAYED                                          :{YELLOW}延誤
STR_DEPARTURES_EXPECTED                                         :{YELLOW}約 {STRING}
STR_DEPARTURES_CANCELLED                                        :{RED}取消
STR_DEPARTURES_SCHEDULED                                        :{GREEN}已計劃

STR_CONFIG_SETTING_DEPARTUREBOARDS                              :{ORANGE}班次顯示板
STR_CONFIG_MAX_DEPARTURES                                       :車站班次顯示板班次上限：{STRING}
STR_CONFIG_MAX_DEPARTURES_HELPTEXT                              :班次顯示板顯示班次的最大值
STR_CONFIG_MAX_DEPARTURE_TIME                                   :最多提前 {STRING} 天顯示班次
STR_CONFIG_MAX_DEPARTURE_TIME_HELPTEXT                          :出發/到達訊息最大顯示天數
STR_CONFIG_MAX_DEPARTURE_TIME_MINUTES                           :最多提前 {STRING} 分鐘顯示班次
STR_CONFIG_MAX_DEPARTURE_TIME_MINUTES_HELPTEXT                  :調整顯示到達/出發時間的提前分鐘數
STR_CONFIG_DEPARTURE_CALC_FREQUENCY                             :每 {STRING} 刻重新計算班次
STR_CONFIG_DEPARTURE_CALC_FREQUENCY_HELPTEXT                    :調整更新清單的頻率
STR_CONFIG_DEPARTURE_VEHICLE_NAME                               :在班次中顯示車輛名稱：{STRING}
STR_CONFIG_DEPARTURE_VEHICLE_NAME_HELPTEXT                      :是否在它們的班次顯示板班次中顯示車輛名稱
STR_CONFIG_DEPARTURE_GROUP_NAME                                 :在班次中顯示群組名稱：{STRING}
STR_CONFIG_DEPARTURE_GROUP_NAME_HELPTEXT                        :是否在班次顯示板班次中顯示車輛所屬群組的群組名稱
STR_CONFIG_DEPARTURE_COMPANY_NAME                               :在班次中顯示公司名稱：{STRING}
STR_CONFIG_DEPARTURE_COMPANY_NAME_HELPTEXT                      :是否在車輛班次顯示板班次中顯示其所屬公司的名稱
STR_CONFIG_DEPARTURE_VEHICLE_TYPE                               :在班次中顯示車輛圖示：{STRING}
STR_CONFIG_DEPARTURE_VEHICLE_TYPE_HELPTEXT                      :是否在班次顯示板班次中顯示車輛的類型
STR_CONFIG_DEPARTURE_VEHICLE_COLOR                              :使用銀色顯示車輛圖示：{STRING}
STR_CONFIG_DEPARTURE_VEHICLE_COLOR_HELPTEXT                     :是否以銀色顯示車輛類型標誌
STR_CONFIG_DEPARTURE_LARGER_FONT                                :適用較大的字體標示出自班次顯示板中的即將到達的車站：{STRING}
STR_CONFIG_DEPARTURE_LARGER_FONT_HELPTEXT                       :是否使用較大的字體來顯示在車站清單中的即將到達的車站
STR_CONFIG_DEPARTURE_DESTINATION_TYPE                           :增加標誌以區分碼頭與機場：{STRING}
STR_CONFIG_DEPARTURE_DESTINATION_TYPE_HELPTEXT                  :在目的地是碼頭或機場時，增加一個標誌加以區分
STR_CONFIG_DEPARTURE_SMART_TERMINUS                             :不顯示不久後能被另一輛的車輛到達的目的地：{STRING}
STR_CONFIG_DEPARTURE_SMART_TERMINUS_HELPTEXT                    :使否顯示不久後會有另一輛的車輛到達的目的地
STR_CONFIG_DEPARTURE_CONDITIONALS                               :條件性調度任務處理方式：{STRING}
STR_CONFIG_DEPARTURE_CONDITIONALS_HELPTEXT                      :當計算班次顯示板班次時，條件性調度任務應被如何處理
STR_CONFIG_DEPARTURE_CONDITIONALS_1                             :放棄處理
STR_CONFIG_DEPARTURE_CONDITIONALS_2                             :假設車輛經過車站
STR_CONFIG_DEPARTURE_CONDITIONALS_3                             :假設車輛不經過車站
STR_CONFIG_DEPARTURE_MERGE_IDENTICAL                            :合併相同的班次：{STRING}
STR_CONFIG_DEPARTURE_MERGE_IDENTICAL_HELPTEXT                   :相同的班次顯示板班次是否會被合併到一個班次上

STR_WAYPOINT_VIEW_HIDE_VIEWPORT_LABEL                           :{BLACK}對此號誌站隱藏名稱標簽

STR_FINANCES_BORROW_TOOLTIP_EXTRA                               :{BLACK}{STRING}{}按住 <Shift> 鍵操作以輸入貸款總額
STR_FINANCES_REPAY_TOOLTIP_EXTRA                                :{BLACK}{STRING}{}按住 <Shift> 鍵操作以輸入還款總額
STR_FINANCES_BORROW_QUERY_CAPT                                  :{WHITE}輸入貸款總額
STR_FINANCES_REPAY_QUERY_CAPT                                   :{WHITE}輸入還款總額

# Town tooltip
STR_TOWN_NAME_TOOLTIP                                           :{BLACK}{TOWN}
STR_TOWN_NAME_POP_TOOLTIP                                       :{BLACK}{TOWN}：{COMMA}
STR_TOWN_NAME_RATING_TOOLTIP                                    :{STRING}{}你的評分為 {STRING}

STR_INDUSTRY_VIEW_NAME_TOOLTIP                                  :{STRING}
STR_INDUSTRY_VIEW_REQUIRED_TOOLTIP_FIRST                        :{STRING}{STRING}
STR_INDUSTRY_VIEW_REQUIRED_TOOLTIP_NEXT                         :，{STRING}{STRING}
STR_INDUSTRY_VIEW_STOCKPILED_TOOLTIP                            :庫存：{CARGO_LONG}{STRING}
STR_INDUSTRY_VIEW_TRANSPORTED_TOOLTIP_EXTENSION                 :{CARGO_LONG}{STRING}({COMMA}%)

STR_INDUSTRY_VIEW_PRODUCTION_LAST_PRODUCTION_INTERVAL_TITLE     :{BLACK}上個生產週期產量：

STR_DEPOT_VIEW_COUNT_TOOLTIP                                    :{BLACK}車輛數：{COMMA}
STR_DEPOT_VIEW_COUNT_STOPPED_TOOLTIP                            :{BLACK}停運車輛數：{COMMA}
STR_DEPOT_VIEW_COUNT_WAITING_TOOLTIP                            :{BLACK}等待車輛數：{COMMA}
STR_DEPOT_VIEW_TOTAL_TOOLTIP                                    :{BLACK}車廠車輛數：{COMMA}
STR_DEPOT_VIEW_STOPPED_TOOLTIP                                  :{}停運車輛數：{COMMA}
STR_DEPOT_VIEW_WAITING_TOOLTIP                                  :{}等待車輛數：{COMMA}
STR_DEPOT_VIEW_FREE_WAGONS_TOOLTIP                              :{BLACK}車廠車廂數：{COMMA}
STR_DEPOT_VIEW_MIXED_CONTENTS_TOOLTIP                           :{BLACK}{STRING}{}{STRING}

STR_STATION_VIEW_NAME_TOOLTIP                                   :{STATION}{NBSP}{STATION_FEATURES}
STR_STATION_VIEW_CARGO_LINE_TOOLTIP                             :{STRING}（{COMMA}%）：{CARGO_SHORT}

